label,text
Root Rot,The leaves or stems show poor root development.
Thrips Infestation,Many plants in the field show scarring on young leaves The affected young shoots are showing damage.
Aphid Infestation,There are clear signs of distorted new growth The problem is visible on the buds.
Stem Borer,The plants currently have holes in stems The symptoms are visible across several plants.
Rust,The leaves or stems show orange spots on leaves The symptoms are visible across several plants.
Thrips Infestation,Field inspection revealed black specks on leaves The plant is losing vigor.
Damping Off,The farmer noticed young seedlings suddenly dying yesterday The problem is becoming more noticeable.
Late Blight,I noticed water soaked leaf patches in the field Farmers are concerned about the crop condition.
Rust,The affected plants are showing small orange fungal spots Plant growth is affected.
Sooty Mold,The crop condition includes dark fungal layer on foliage The problem is becoming more noticeable.
Bacterial Wilt,The farmer noticed green leaves drooping rapidly yesterday The problem is visible on the leaves.
Stem Borer,The field currently has plants with sawdust near stem holes Plant growth is affected.
Whitefly Infestation,"After checking the field, I observed whitefly nymphs on leaf undersides The affected young foliage look unhealthy."
Damping Off,I noticed water soaked seedling stems in the field The symptoms are visible across several plants.
Late Blight,The plants have started showing dark spots on stems The affected leaves look unhealthy.
Fusarium Wilt,The crop condition includes one sided wilting The problem is visible on the lower leaves.
Rust,Recently the plants developed rusty patches on foliage Plant growth is affected.
Fusarium Wilt,The plants currently have brown streaks inside stems The affected lower leaves look unhealthy.
Late Blight,A noticeable problem is water soaked leaf patches The plant is losing vigor.
Leaf Blight,The farmer noticed leaf edges turning brown yesterday Plant growth is affected.
Downy Mildew,The main symptom is yellow areas between leaf veins The plant is losing vigor.
Fruit Borer,Several plants have insect larvae inside fruits Many young fruits are falling.
Powdery Mildew,The crop shows white spots spreading across leaves Farmers are concerned about the crop condition.
Stem Borer,Several plants have broken stems around bore holes The affected plant stalks look unhealthy.
Whitefly Infestation,The main symptom is leaf yellowing with whiteflies Plant growth is affected.
Leaf Blight,The affected plants are showing irregular brown lesions The symptoms are visible across several plants.
Bacterial Wilt,The plants are showing plant remaining wilted after watering The affected leaves look unhealthy.
Late Blight,The farmer reports rapid leaf browning.
Stem Borer,Several plants have sawdust near stem holes The symptoms are visible across several plants.
Leaf Curl,The leaves or stems show leaves rolling inward The crop is losing healthy foliage.
Stem Borer,The plants have started showing wilting central shoots The central shoot is dying.
Stem Borer,Recently the plants developed insect tunnels inside stems The problem is visible on the central shoots.
Downy Mildew,The crop is developing yellow areas between leaf veins Plant growth is affected.
Leaf Curl,I can see abnormally curled plant tips on the crop The crop is losing healthy foliage.
Late Blight,The plants are showing brown lesions spreading quickly The problem is visible on the leaves.
Bacterial Wilt,The farmer reports plant remaining wilted after watering The problem is becoming more noticeable.
Aphid Infestation,The affected crop has soft bodied insects under leaves The problem is becoming more noticeable.
Fusarium Wilt,Many plants in the field show slow decline of the plant The plant is losing vigor.
Late Blight,There is an increasing problem with brown lesions spreading quickly.
Damping Off,Field inspection revealed seedlings dying soon after emergence The symptoms are visible across several plants.
Whitefly Infestation,"During inspection, I found sticky leaves Leaves are becoming yellow."
Fusarium Wilt,"After checking the field, I observed brown vascular tissue The affected vascular tissue look unhealthy."
Thrips Infestation,The plants currently have brown feeding marks The affected leaves look unhealthy.
Bacterial Wilt,Several plants have whole plant losing firmness The problem is visible on the branches.
Stem Borer,Recently the plants developed holes in stems The affected main branches look unhealthy.
Thrips Infestation,Field inspection revealed leaf curling with insects Flowers are damaged.
Fungal Wilt,The farmer noticed lower leaves turning yellow yesterday The problem is visible on the stems.
Leaf Blight,The crop condition includes leaves becoming brittle The symptoms are visible across several plants.
Nutrient Deficiency,"After checking the field, I observed poor leaf development Plant growth is affected."
Aphid Infestation,The crop condition includes curled young leaves.
Fusarium Wilt,The plants currently have brown vascular tissue Plant growth is affected.
Sooty Mold,There is an increasing problem with dark fungal layer on foliage The affected leaves look unhealthy.
Leaf Blight,Several plants have drying leaf tips The problem is becoming more noticeable.
Nutrient Deficiency,"After checking the field, I observed yellow leaves Overall plant vigor is reduced."
Leaf Blight,Recently the plants developed blackish marks on leaves The problem is visible on the leaves.
Aphid Infestation,Recently the plants developed soft bodied insects under leaves Plant growth is affected.
Leaf Curl,There is an increasing problem with abnormally curled plant tips The affected new shoots are showing damage.
Powdery Mildew,Recently the plants developed white spots spreading across leaves Plant growth is affected.
Fungal Wilt,The crop is developing plant becoming weak The affected branches look unhealthy.
Downy Mildew,The crop condition includes yellowing foliage with gray growth The plant is losing vigor.
Whitefly Infestation,The plants have started showing leaf yellowing with whiteflies Plant growth is affected.
Mosaic Virus,The leaves or stems show patchy yellow patterns The affected leaves are showing damage.
Nutrient Deficiency,The crop shows pale green foliage The affected stems are showing damage.
Rust,I can see rust colored dust on the crop The affected leaves look unhealthy.
Aphid Infestation,The farmer reports soft bodied insects under leaves The plant is losing vigor.
Downy Mildew,The affected plants are showing yellow areas between leaf veins The plant is losing vigor.
Fruit Borer,There is an increasing problem with insect larvae inside fruits Plant growth is affected.
Fungal Wilt,Recently the plants developed lower leaves turning yellow The problem is becoming more noticeable.
Leaf Blight,There are clear signs of dry patches spreading The problem is visible on the leaf tips.
Fungal Wilt,The crop is developing leaves wilting gradually Plant growth is affected.
Fruit Borer,Several plants have rotting around insect holes The plant is losing vigor.
Bacterial Wilt,The farmer noticed green leaves drooping rapidly yesterday Affected plants may die suddenly.
Rust,Several plants have rusty patches on foliage The affected leaves are showing damage.
Mosaic Virus,The affected crop has mosaic markings on young leaves The problem is becoming more noticeable.
Fruit Borer,The field currently has plants with early fruit dropping The affected young fruits are showing damage.
Powdery Mildew,"After checking the field, I observed white fungal coating The problem is becoming more noticeable."
Fungal Wilt,The crop shows persistent wilting The affected roots look unhealthy.
Bacterial Wilt,I can see sudden wilting of the plant on the crop The plant becomes severely weak.
Fusarium Wilt,The farmer noticed one sided wilting yesterday Farmers are concerned about the crop condition.
Stem Borer,Recently the plants developed hollow stems Farmers are concerned about the crop condition.
Stem Borer,"During inspection, I found larvae inside stems The problem is visible on the plant stalks."
Leaf Curl,The leaves or stems show young leaves becoming curled Farmers are concerned about the crop condition.
Late Blight,"After checking the field, I observed large dark lesions on leaves Farmers are concerned about the crop condition."
Bacterial Leaf Spot,The affected plants are showing leaf spots becoming larger The plant is losing vigor.
Fusarium Wilt,The crop appears to have lower leaves becoming yellow The problem is visible on the vascular tissue.
Leaf Curl,"During inspection, I found young leaves becoming curled The affected leaf margins look unhealthy."
Bacterial Wilt,The plants have started showing stem discoloration The affected stems look unhealthy.
Fusarium Wilt,The crop is developing persistent daytime wilt Wilting continues even after irrigation.
Bacterial Leaf Spot,"After checking the field, I observed tiny dark lesions on young leaves The affected leaves look unhealthy."
Damping Off,The crop appears to have rotting seedling bases Farmers are concerned about the crop condition.
Whitefly Infestation,The field currently has plants with white insects clustered beneath foliage.
Leaf Curl,The crop is developing twisted shoots The affected young leaves are showing damage.
Rust,There is an increasing problem with reddish brown spots The affected lower foliage look unhealthy.
Powdery Mildew,The field currently has plants with powder like substance on foliage The problem is visible on the young shoots.
Damping Off,The plants have started showing soft stems near the soil Farmers are concerned about the crop condition.
Leaf Blight,The leaves or stems show leaves becoming brittle The symptoms are visible across several plants.
Nutrient Deficiency,Many plants in the field show pale green foliage The problem is visible on the young leaves.
Aphid Infestation,The farmer noticed sticky residue on stems yesterday The problem is becoming more noticeable.
Nutrient Deficiency,"After checking the field, I observed older leaves turning yellow Plant growth is affected."
Stem Borer,The plants have started showing broken stems around bore holes The affected plant loses vigor.
Leaf Curl,The main symptom is leaves curling upward Plant growth is affected.
Powdery Mildew,Recently the plants developed dusty layer on leaves New shoots are becoming affected.
Rust,There are clear signs of rusty patches on foliage Plant growth is affected.
Fruit Borer,The farmer noticed insect larvae inside fruits yesterday The problem is becoming more noticeable.
Stem Borer,Field inspection revealed wilting central shoots Plant growth is affected.
Rust,The affected crop has brown rust marks The affected leaf undersides look unhealthy.
Leaf Curl,The plants are showing young leaves becoming curled.
Root Rot,The farmer reports poor root development The problem is becoming more noticeable.
Late Blight,The plants are showing water soaked leaf patches The affected stems look unhealthy.
Root Rot,The main symptom is bad smell from roots The affected underground roots are showing damage.
Aphid Infestation,A noticeable problem is yellowing leaves The problem is visible on the young shoots.
Rust,There are clear signs of orange powder under leaves The plant is losing vigor.
Damping Off,The plants are showing weak stems in young plants The affected plant base are showing damage.
Nutrient Deficiency,The leaves or stems show pale green foliage The affected stems are showing damage.
Aphid Infestation,The field currently has plants with sticky honeydew on foliage The affected leaves look unhealthy.
Whitefly Infestation,The plants currently have whitefly nymphs on leaf undersides Sticky honeydew is appearing.
Stem Borer,I noticed wilting central shoots in the field The plant is losing vigor.
Root Rot,The affected plants are showing bad smell from roots The plant is losing vigor.
Leaf Curl,The field currently has plants with leaves curling upward The affected young leaves are showing damage.
Sooty Mold,"During inspection, I found sooty appearance on foliage Leaves receive less sunlight."
Root Rot,The plants are showing mushy root tissue The symptoms are visible across several plants.
Leaf Curl,The affected plants are showing distorted foliage The symptoms are visible across several plants.
Leaf Curl,The field currently has plants with leaves folding along the edges Plant growth is affected.
Whitefly Infestation,The field currently has plants with small white insects on plant leaves Plant growth is affected.
Bacterial Wilt,The crop shows stem discoloration Affected plants may die suddenly.
Root Rot,"After checking the field, I observed mushy root tissue Farmers are concerned about the crop condition."
Leaf Curl,There are clear signs of leaves rolling inward The affected young leaves look unhealthy.
Powdery Mildew,Several plants have white fungal patches on upper leaves The affected young shoots look unhealthy.
Late Blight,The crop is developing large dark lesions on leaves Leaves are dying quickly.
Aphid Infestation,Many plants in the field show small insects sucking plant sap Plant growth is affected.
Leaf Curl,Recently the plants developed leaves folding along the edges The problem is visible on the new shoots.
Mosaic Virus,There are clear signs of yellow green leaf markings The affected plant tips are showing damage.
Fruit Borer,There is an increasing problem with damaged young fruits Plant growth is affected.
Rust,The crop shows reddish brown spots.
Thrips Infestation,Recently the plants developed damaged flower petals The problem is becoming more noticeable.
Bacterial Leaf Spot,I can see yellow halos around leaf spots on the crop.
Mosaic Virus,The crop is developing distorted leaves The problem is visible on the leaves.
Damping Off,Several plants have seedlings dying soon after emergence.
Bacterial Leaf Spot,There is an increasing problem with tiny dark lesions on young leaves The affected young foliage look unhealthy.
Downy Mildew,Many plants in the field show pale yellow leaf lesions The affected lower leaves are showing damage.
Root Rot,The farmer reports bad smell from roots Farmers are concerned about the crop condition.
Bacterial Leaf Spot,The crop appears to have black lesions on leaves Leaf tissue is dying around the spots.
Bacterial Leaf Spot,The crop is developing dark brown spots on foliage The plant is losing vigor.
Nutrient Deficiency,There are clear signs of older leaves turning yellow The crop looks pale.
Bacterial Leaf Spot,The plants currently have wet looking lesions on foliage The affected leaf margins are showing damage.
Thrips Infestation,"After checking the field, I observed scarring on young leaves New growth is becoming distorted."
Rust,The crop is developing small orange fungal spots The problem is visible on the leaf surfaces.
Late Blight,The plants have started showing white fungal growth during humid weather Plant growth is affected.
Sooty Mold,The crop appears to have sooty appearance on foliage.
Bacterial Leaf Spot,The crop condition includes leaf spots becoming larger Farmers are concerned about the crop condition.
Powdery Mildew,I noticed white powder on leaves in the field Plant growth is affected.
Fungal Wilt,The plants are showing lower leaves turning yellow.
Downy Mildew,The crop condition includes yellow patches on leaves The affected leaf undersides are showing damage.
Sooty Mold,There is an increasing problem with dark fungal layer on foliage Plant growth is affected.
Root Rot,Many plants in the field show roots decaying near soil.
Leaf Curl,Recently the plants developed narrow distorted leaves The affected plant tips look unhealthy.
Late Blight,There are clear signs of dark spots on stems The affected leaves are showing damage.
Fruit Borer,"During inspection, I found damaged young fruits The problem is becoming more noticeable."
Fruit Borer,The main symptom is caterpillar inside the fruit The symptoms are visible across several plants.
Leaf Curl,The field currently has plants with young leaves becoming curled.
Leaf Blight,The leaves or stems show irregular brown lesions The plant is losing vigor.
Sooty Mold,There is an increasing problem with sooty appearance on foliage The coating is spreading.
Fusarium Wilt,The farmer reports one sided wilting.
Late Blight,Many plants in the field show rapid leaf browning Farmers are concerned about the crop condition.
Damping Off,I noticed young seedlings suddenly dying in the field The problem is visible on the young stems.
Leaf Blight,The farmer noticed dark lesions on foliage yesterday The crop looks unhealthy.
Root Rot,The crop is developing dark damaged roots Farmers are concerned about the crop condition.
Late Blight,The plants are showing rotting leaves The affected lower foliage look unhealthy.
Nutrient Deficiency,The affected crop has young leaves remaining pale Plant growth is affected.
Stem Borer,The crop condition includes larvae inside stems Farmers are concerned about the crop condition.
Fruit Borer,I noticed damaged young fruits in the field The affected fruits look unhealthy.
Whitefly Infestation,I can see cloud of white insects on the crop The problem is visible on the stems.
Root Rot,There are clear signs of soft rotten roots The problem is becoming more noticeable.
Fusarium Wilt,There is an increasing problem with slow decline of the plant The problem is visible on the stems.
Powdery Mildew,I can see white fungal patches on upper leaves on the crop The affected upper foliage are showing damage.
Root Rot,There is an increasing problem with dark damaged roots The crop is losing vigor.
Bacterial Leaf Spot,The farmer noticed leaf spots becoming larger yesterday The symptoms are visible across several plants.
Fruit Borer,The crop shows webbing near fruit holes The plant is losing vigor.
Rust,Many plants in the field show rust colored pustules Plant growth is affected.
Mosaic Virus,A noticeable problem is mosaic markings on young leaves The crop has uneven coloration.
Stem Borer,The plants are showing insect tunnels inside stems The plant is losing vigor.
Bacterial Wilt,There are clear signs of plant remaining wilted after watering The plant is losing vigor.
Bacterial Wilt,The leaves or stems show rapid plant collapse The problem is visible on the whole plant.
Stem Borer,I can see frass coming from stem openings on the crop The plant is losing vigor.
Damping Off,The leaves or stems show young plants falling over Farmers are concerned about the crop condition.
Root Rot,The crop is developing plant wilting despite watering The symptoms are visible across several plants.
Leaf Curl,The farmer noticed leaves rolling inward yesterday The affected young leaves are showing damage.
Root Rot,The farmer reports roots turning brown The plant is losing vigor.
Aphid Infestation,The farmer reports curled young leaves The affected young shoots look unhealthy.
Fruit Borer,A noticeable problem is rotting around insect holes The affected fruit surface are showing damage.
Bacterial Wilt,Field inspection revealed vascular discoloration inside stems The plant is losing vigor.
Nutrient Deficiency,The farmer reports uniform leaf discoloration The problem is visible on the older foliage.
Leaf Blight,There are clear signs of leaf edges turning brown Farmers are concerned about the crop condition.
Late Blight,The crop appears to have rotting leaves The problem is visible on the fruits.
Nutrient Deficiency,There is an increasing problem with young leaves remaining pale The affected leaves are showing damage.
Stem Borer,A noticeable problem is wilting central shoots The affected main branches are showing damage.
Stem Borer,There is an increasing problem with larvae inside stems Branches may break easily.
Sooty Mold,The affected plants are showing gray black film on leaves The problem is visible on the plant surfaces.
Powdery Mildew,The affected plants are showing powdery patches on foliage The plant is losing vigor.
Rust,The plants have started showing brown rust marks Rust spots are spreading.
Sooty Mold,Field inspection revealed black patches on leaf surfaces Farmers are concerned about the crop condition.
Fusarium Wilt,Many plants in the field show gradual plant wilting.
Thrips Infestation,The crop shows distorted new growth The affected leaves look unhealthy.
Fusarium Wilt,Recently the plants developed gradual plant wilting Older leaves begin to die.
Rust,Several plants have rust colored pustules The problem is becoming more noticeable.
Fungal Wilt,I can see plant becoming weak on the crop.
Damping Off,The leaves or stems show seedlings collapsing Farmers are concerned about the crop condition.
Aphid Infestation,The plants currently have small green insects on young leaves The plant is losing vigor.
Thrips Infestation,Several plants have black specks on leaves Leaf surfaces have scars.
Nutrient Deficiency,"During inspection, I found pale green foliage Farmers are concerned about the crop condition."
Fruit Borer,The crop shows rotting around insect holes The affected young fruits are showing damage.
Mosaic Virus,The crop is developing mosaic pattern on leaves The affected new shoots are showing damage.
Fruit Borer,The plants currently have damaged young fruits The problem is visible on the fruits.
Mosaic Virus,The main symptom is mottled foliage Farmers are concerned about the crop condition.
Root Rot,"After checking the field, I observed dark damaged roots The plant is losing vigor."
Fusarium Wilt,Several plants have gradual plant wilting.
Leaf Curl,There are clear signs of new growth becoming twisted The affected young leaves are showing damage.
Bacterial Leaf Spot,The affected crop has leaf spots becoming larger The plant is losing vigor.
Leaf Curl,The farmer noticed curled leaf margins yesterday The plant is losing vigor.
Sooty Mold,I noticed sticky leaves covered with dark mold in the field.
Stem Borer,The farmer noticed insect tunnels inside stems yesterday The plant is losing vigor.
Nutrient Deficiency,The main symptom is yellowing between leaf veins The symptoms are visible across several plants.
Fungal Wilt,The crop is developing plant becoming weak Affected branches are dying.
Root Rot,The plants are showing black roots The plant cannot absorb enough water.
Leaf Curl,The farmer reports abnormally curled plant tips Plant growth is affected.
Damping Off,The plants have started showing rotting seedling bases The affected seedling roots are showing damage.
Bacterial Wilt,I noticed sudden wilting of the plant in the field The symptoms are visible across several plants.
Thrips Infestation,The plants currently have scarring on young leaves The plant is losing vigor.
Bacterial Wilt,The main symptom is vascular discoloration inside stems Plant growth is affected.
Fusarium Wilt,The plants have started showing yellowing of older leaves.
Downy Mildew,The farmer reports pale yellow leaf lesions The problem is visible on the leaf undersides.
Fusarium Wilt,I noticed lower leaves becoming yellow in the field Plant growth is affected.
Bacterial Wilt,The farmer reports wilting during the daytime The affected whole plant look unhealthy.
Aphid Infestation,The plants currently have distorted new growth Plant growth is affected.
Whitefly Infestation,There is an increasing problem with whitefly nymphs on leaf undersides The affected leaf undersides look unhealthy.
Downy Mildew,The plants currently have moist fungal growth Plant growth is slowing.
Sooty Mold,The crop is developing gray black film on leaves.
Bacterial Wilt,The crop condition includes whole plant losing firmness Farmers are concerned about the crop condition.
Fruit Borer,The plants currently have rotting around insect holes The affected fruit surface are showing damage.
Rust,The farmer noticed orange spots on leaves yesterday Farmers are concerned about the crop condition.
Fungal Wilt,I can see leaves wilting gradually on the crop The symptoms are visible across several plants.
Fusarium Wilt,Recently the plants developed lower leaves becoming yellow The affected lower leaves look unhealthy.
Bacterial Leaf Spot,The plants have started showing irregular spots spreading across leaves The plant is losing vigor.
Powdery Mildew,There are clear signs of flour like growth on leaves New shoots are becoming affected.
Fungal Wilt,Several plants have leaves wilting gradually Plant growth is affected.
Bacterial Leaf Spot,I noticed leaf spots becoming larger in the field The problem is visible on the leaves.
Late Blight,"During inspection, I found dark patches with pale edges Farmers are concerned about the crop condition."
Mosaic Virus,I can see patchy yellow patterns on the crop The symptoms are visible across several plants.
Root Rot,I can see roots decaying near soil on the crop The affected root tips look unhealthy.
Bacterial Wilt,Several plants have branches becoming limp Affected plants may die suddenly.
Leaf Curl,The crop shows leaves folding along the edges The problem is becoming more noticeable.
Thrips Infestation,The plants are showing tiny insects on flowers.
Fruit Borer,The crop shows damaged young fruits Farmers are concerned about the crop condition.
Bacterial Leaf Spot,Several plants have brown patches surrounded by yellow tissue The problem is visible on the young foliage.
Fruit Borer,Several plants have fruit pulp being eaten The plant is losing vigor.
Nutrient Deficiency,The field currently has plants with slow plant growth The affected older foliage are showing damage.
Aphid Infestation,Several plants have curled young leaves The symptoms are visible across several plants.
Fusarium Wilt,The leaves or stems show lower leaves becoming yellow The plant is losing vigor.
Whitefly Infestation,The crop is developing leaf yellowing with whiteflies The plant is losing vigor.
Sooty Mold,The affected plants are showing dark coating around honeydew Plant growth is affected.
Fungal Wilt,The farmer noticed brown discoloration inside stems yesterday The affected roots look unhealthy.
Damping Off,The affected crop has seedlings collapsing The seedlings cannot stand upright.
Sooty Mold,The field currently has plants with black soot like material The problem is visible on the leaves.
Late Blight,I noticed white fungal growth during humid weather in the field The plant is losing vigor.
Damping Off,A noticeable problem is young seedlings suddenly dying Farmers are concerned about the crop condition.
Nutrient Deficiency,I can see weak stems on the crop The plant is losing vigor.
Leaf Curl,The crop condition includes young leaves becoming curled The problem is visible on the leaf margins.
Sooty Mold,I can see black soot like material on the crop Plant growth is affected.
Powdery Mildew,The crop condition includes powdery patches on foliage The problem is becoming more noticeable.
Powdery Mildew,The plants are showing flour like growth on leaves The affected leaves are showing damage.
Mosaic Virus,The crop shows mottled foliage The plant is losing vigor.
Fusarium Wilt,Many plants in the field show gradual plant wilting The problem is visible on the lower leaves.
Root Rot,The crop appears to have black roots The plant is losing vigor.
Damping Off,"After checking the field, I observed rotting seedling bases The affected plant base are showing damage."
Powdery Mildew,"During inspection, I found powdery patches on foliage The affected upper foliage are showing damage."
Root Rot,The field currently has plants with dark damaged roots The problem is becoming more noticeable.
Nutrient Deficiency,Many plants in the field show pale green foliage The problem is visible on the leaves.
Fruit Borer,I noticed insect larvae inside fruits in the field The symptoms are visible across several plants.
Rust,The leaves or stems show yellow orange pustules.
Nutrient Deficiency,The crop is developing weak stems Leaf development is poor.
Bacterial Leaf Spot,The crop is developing tiny dark lesions on young leaves The plant is losing vigor.
Downy Mildew,The affected plants are showing yellow areas between leaf veins Leaves are losing their healthy appearance.
Leaf Curl,The crop appears to have young leaves becoming curled The affected new shoots look unhealthy.
Bacterial Wilt,The crop is developing sudden wilting of the plant The plant is losing vigor.
Root Rot,There are clear signs of dark damaged roots Plant growth is affected.
Late Blight,There is an increasing problem with blackened foliage.
Powdery Mildew,The crop condition includes powder like substance on foliage Plant growth is affected.
Fruit Borer,The affected crop has frass near fruit openings The problem is becoming more noticeable.
Bacterial Leaf Spot,There are clear signs of brown patches surrounded by yellow tissue The problem is becoming more noticeable.
Leaf Blight,There is an increasing problem with blackish marks on leaves The problem is becoming more noticeable.
Late Blight,I can see water soaked leaf patches on the crop The disease is spreading rapidly.
Damping Off,The field currently has plants with water soaked seedling stems The affected young stems look unhealthy.
Powdery Mildew,The affected crop has white fungal patches on upper leaves The affected young shoots look unhealthy.
Fusarium Wilt,I can see one sided wilting on the crop The problem is visible on the whole plant.
Fruit Borer,Recently the plants developed dark entry holes Plant growth is affected.
Fruit Borer,Many plants in the field show fruit pulp being eaten The plant is losing vigor.
Mosaic Virus,There is an increasing problem with yellow green leaf markings The plant is losing vigor.
Bacterial Leaf Spot,The main symptom is black lesions on leaves The affected young foliage are showing damage.
Late Blight,The farmer reports water soaked leaf patches The affected fruits are showing damage.
Nutrient Deficiency,The plants currently have young leaves remaining pale Plants remain smaller than normal.
Root Rot,The plants currently have mushy root tissue The problem is visible on the roots.
Thrips Infestation,There is an increasing problem with damaged flower petals The problem is visible on the flowers.
Fruit Borer,The crop appears to have insect larvae inside fruits Affected fruits are rotting.
Fusarium Wilt,The affected plants are showing slow decline of the plant The symptoms are visible across several plants.
Nutrient Deficiency,There is an increasing problem with poor leaf development The symptoms are visible across several plants.
Downy Mildew,I can see irregular pale patches on the crop The plant is losing vigor.
Mosaic Virus,Field inspection revealed mosaic pattern on leaves Plant growth is stunted.
Nutrient Deficiency,The main symptom is pale green foliage Plant growth is affected.
Bacterial Wilt,The crop condition includes whole plant losing firmness Affected plants may die suddenly.
Downy Mildew,The leaves or stems show irregular pale patches The plant is losing vigor.
Stem Borer,The leaves or stems show larvae inside stems The problem is visible on the plant stalks.
Stem Borer,The affected crop has dead central shoot The problem is becoming more noticeable.
Fungal Wilt,The main symptom is slow plant decline The affected roots look unhealthy.
Bacterial Wilt,Field inspection revealed rapid plant collapse The plant is losing vigor.
Damping Off,There are clear signs of brown tissue around seedling bases The symptoms are visible across several plants.
Aphid Infestation,The plants are showing soft bodied insects under leaves The affected young shoots look unhealthy.
Downy Mildew,Field inspection revealed pale yellow leaf lesions Farmers are concerned about the crop condition.
Aphid Infestation,The affected crop has distorted new growth The affected leaves look unhealthy.
Sooty Mold,The plants are showing black soot like material The symptoms are visible across several plants.
Powdery Mildew,There is an increasing problem with white fungal coating The problem is becoming more noticeable.
Bacterial Wilt,The crop condition includes wilting during the daytime The crop is losing vigor.
Whitefly Infestation,The main symptom is white insects under leaves The problem is visible on the young foliage.
Downy Mildew,The plants have started showing yellow areas between leaf veins The problem is visible on the young foliage.
Leaf Curl,"During inspection, I found leaves curling upward."
Mosaic Virus,The plants currently have yellow green leaf markings.
Nutrient Deficiency,The crop is developing weak stems The symptoms are visible across several plants.
Fusarium Wilt,The farmer reports persistent daytime wilt Older leaves begin to die.
Leaf Curl,The plants have started showing leaves folding along the edges Plant growth is affected.
Fungal Wilt,The affected crop has stem tissue becoming brown Farmers are concerned about the crop condition.
Thrips Infestation,Many plants in the field show distorted new growth The affected young shoots are showing damage.
Leaf Curl,The crop shows distorted foliage Plant growth is affected.
Mosaic Virus,There are clear signs of patchy yellow patterns New leaves are distorted.
Bacterial Wilt,Recently the plants developed rapid plant collapse The affected stems are showing damage.
Whitefly Infestation,The crop appears to have leaf yellowing with whiteflies.
Leaf Curl,The field currently has plants with new growth becoming twisted.
Powdery Mildew,Recently the plants developed powder like substance on foliage The plant is losing vigor.
Fungal Wilt,The affected crop has brown discoloration inside stems The problem is visible on the branches.
Sooty Mold,I noticed black growth on stems in the field Farmers are concerned about the crop condition.
Thrips Infestation,A noticeable problem is silvery patches on foliage The problem is visible on the flowers.
Leaf Curl,The leaves or stems show new growth becoming twisted Plant development is slowing.
Aphid Infestation,The field currently has plants with small green insects on young leaves The plant is losing vigor.
Fungal Wilt,The field currently has plants with stem tissue becoming brown.
Fruit Borer,"After checking the field, I observed dark entry holes Plant growth is affected."
Aphid Infestation,A noticeable problem is ants around the plant Plant growth is affected.
Powdery Mildew,The main symptom is powdery patches on foliage The white coating is spreading.
Late Blight,The farmer noticed brown lesions spreading quickly yesterday Farmers are concerned about the crop condition.
Damping Off,The farmer reports water soaked seedling stems.
Mosaic Virus,A noticeable problem is mottled foliage The affected plant tips are showing damage.
Fusarium Wilt,I can see one sided wilting on the crop The affected stems are showing damage.
Whitefly Infestation,The affected crop has tiny white insects flying around leaves The symptoms are visible across several plants.
Leaf Curl,The main symptom is curled leaf margins The problem is becoming more noticeable.
Bacterial Wilt,There are clear signs of stem discoloration The affected whole plant are showing damage.
Bacterial Leaf Spot,The field currently has plants with small water soaked spots on leaves The plant is losing vigor.
Aphid Infestation,I can see distorted new growth on the crop The problem is becoming more noticeable.
Thrips Infestation,The leaves or stems show black specks on leaves Plant growth is affected.
Stem Borer,There are clear signs of wilting central shoots The problem is becoming more noticeable.
Fruit Borer,Recently the plants developed frass near fruit openings The plant is losing vigor.
Mosaic Virus,The affected plants are showing light and dark green patches The problem is visible on the leaves.
Bacterial Leaf Spot,The main symptom is brown patches surrounded by yellow tissue The affected lower leaves are showing damage.
Damping Off,There is an increasing problem with rotting seedling bases The affected seedlings are showing damage.
Whitefly Infestation,The crop is developing small white flies rising when disturbed The affected young foliage are showing damage.
Downy Mildew,The plants have started showing yellow areas between leaf veins Yellow patches are spreading.
Mosaic Virus,The main symptom is irregular leaf discoloration The problem is becoming more noticeable.
Bacterial Wilt,Field inspection revealed stem discoloration.
Aphid Infestation,The plants currently have yellowing leaves The problem is becoming more noticeable.
Bacterial Wilt,The affected plants are showing sudden wilting of the plant.
Fungal Wilt,The crop shows one side of the plant wilting Plant growth is affected.
Sooty Mold,The main symptom is sooty appearance on foliage.
Leaf Blight,The farmer noticed dark lesions on foliage yesterday Farmers are concerned about the crop condition.
Mosaic Virus,A noticeable problem is light and dark green patches Plant growth is affected.
Aphid Infestation,The crop is developing distorted new growth Farmers are concerned about the crop condition.
Damping Off,The leaves or stems show seedlings dying soon after emergence The affected young stems are showing damage.
Root Rot,"During inspection, I found roots turning brown Plant growth is affected."
Nutrient Deficiency,The plants are showing stunted plants The symptoms are visible across several plants.
Whitefly Infestation,The plants are showing small white flies rising when disturbed The plant is losing vigor.
Whitefly Infestation,The main symptom is sticky leaves The affected leaves are showing damage.
Bacterial Wilt,The plants are showing rapid plant collapse Plant growth is affected.
Thrips Infestation,The crop shows scarring on young leaves Plant growth is affected.
Whitefly Infestation,The leaves or stems show sticky leaves.
Downy Mildew,The plants are showing yellow patches on leaves.
Rust,The affected plants are showing brown rust marks Foliage is losing its healthy appearance.
Rust,There are clear signs of rust colored pustules The plant is losing vigor.
Bacterial Wilt,The farmer reports leaves wilting without obvious dryness The crop is losing vigor.
Powdery Mildew,The field currently has plants with white powder on leaves.
Sooty Mold,The crop is developing gray black film on leaves Farmers are concerned about the crop condition.
Sooty Mold,I noticed black coating on leaves in the field Farmers are concerned about the crop condition.
